1.007268	-1.516925	-1.516925
1.011529	-1.525344	-1.525344
1.015789	-1.533741	-1.533741
1.020050	-1.542117	-1.542117
1.024311	-1.550471	-1.550471
1.028571	-1.558803	-1.558803
1.032832	-1.567114	-1.567114
1.037093	-1.575404	-1.575404
1.041353	-1.583672	-1.583672
1.045614	-1.591920	-1.591920
1.049875	-1.600146	-1.600146
1.054135	-1.608326	-1.608326
1.058396	-1.616535	-1.616535
1.062657	-1.624670	-1.624670
1.066917	-1.632810	-1.632810
1.071178	-1.640930	-1.640930
1.075439	-1.649029	-1.649029
1.079699	-1.657107	-1.657107
1.083960	-1.665127	-1.665127
1.088221	-1.673162	-1.673162
1.092481	-1.681177	-1.681177
1.096742	-1.689128	-1.689128
1.101003	-1.697100	-1.697100
1.105263	-1.705052	-1.705052
1.109524	-1.712935	-1.712935
1.113784	-1.720845	-1.720845
1.118045	-1.728734	-1.728734
1.122306	-1.736549	-1.736549
1.126566	-1.744339	-1.744339
1.130827	-1.752166	-1.752166
1.135088	-1.759972	-1.759972
1.139348	-1.767695	-1.767695
1.143609	-1.775395	-1.775395
1.147870	-1.783139	-1.783139
1.152130	-1.790863	-1.790863
1.156391	-1.798496	-1.798496
1.160652	-1.806106	-1.806106
1.164912	-1.813693	-1.813693
1.169173	-1.821334	-1.821334
1.173434	-1.828876	-1.828876
1.177694	-1.836476	-1.836476
1.181955	-1.843974	-1.843974
1.186216	-1.851450	-1.851450
1.190476	-1.858902	-1.858902
1.194737	-1.866331	-1.866331
1.198997	-1.873738	-1.873738
1.203258	-1.881122	-1.881122
1.207519	-1.888483	-1.888483
1.211779	-1.895918	-1.895918
1.216040	-1.903235	-1.903235
1.220301	-1.910530	-1.910530
1.224561	-1.917803	-1.917803
1.228822	-1.925053	-1.925053
1.233083	-1.932281	-1.932281
1.237343	-1.939487	-1.939487
1.241604	-1.946670	-1.946670
1.245865	-1.953719	-1.953719
1.250125	-1.960855	-1.960855
1.254386	-1.967970	-1.967970
1.258647	-1.975062	-1.975062
1.262907	-1.982132	-1.982132
1.267168	-1.989181	-1.989181
1.271429	-1.996207	-1.996207
1.275689	-2.003212	-2.003212
1.279950	-2.010066	-2.010066
1.284211	-2.017025	-2.017025
1.288471	-2.023830	-2.023830
1.292732	-2.030743	-2.030743
1.296992	-2.037635	-2.037635
1.301253	-2.044505	-2.044505
1.305514	-2.051214	-2.051214
1.309774	-2.057897	-2.057897
1.314035	-2.064698	-2.064698
1.318296	-2.071478	-2.071478
