0.300000	1.000036
0.304261	1.000036
0.308521	1.000036
0.312782	1.000036
0.317043	1.000036
0.321303	1.000036
0.325564	1.000036
0.329825	1.000036
0.334085	1.000036
0.338346	1.000036
0.342607	1.000036
0.346867	1.000036
0.351128	1.000036
0.355388	1.000036
0.359649	1.000036
0.363910	1.000036
0.368170	1.000036
0.372431	1.000036
0.376692	1.000036
0.380952	1.000036
0.385213	1.000036
0.389474	1.000036
0.393734	1.000036
0.397995	1.000036
0.402256	1.000036
0.406516	1.000036
0.410777	1.000036
0.415038	1.000036
0.419298	1.000036
0.423559	1.000036
0.427820	1.000036
0.432080	1.000036
0.436341	1.000036
0.440602	1.000036
0.444862	1.000036
0.449123	1.000036
0.453383	1.000036
0.457644	1.000036
0.461905	1.000036
0.466165	1.000036
0.470426	1.000036
0.474687	1.000036
0.478947	1.000036
0.483208	1.000036
0.487469	1.000036
0.491729	0.999890
0.495990	0.999890
0.500251	0.999890
0.504511	0.999890
0.508772	0.999890
0.513033	0.999890
0.517293	0.999890
0.521554	0.999890
0.525815	0.999890
0.530075	0.999890
0.534336	0.999890
0.538596	0.999890
0.542857	0.999890
0.547118	0.999890
0.551378	0.999890
0.555639	0.999890
0.559900	0.999890
0.564160	0.999890
0.568421	0.999890
0.572682	0.999890
0.576942	0.999890
0.581203	0.999890
0.585464	0.999890
0.589724	0.999890
0.593985	0.999890
0.598246	0.999890
0.602506	0.999890
0.606767	0.999890
0.611028	0.999890
0.615288	0.999890
0.619549	0.999890
0.623810	0.999890
0.628070	0.999890
0.632331	0.999890
0.636591	0.999890
0.640852	0.999890
0.645113	0.999890
0.649373	0.999890
0.653634	0.999890
0.657895	0.999745
0.662155	0.999745
0.666416	0.999745
0.670677	0.999745
0.674937	0.999745
0.679198	0.999745
0.683459	0.999599
0.687719	0.999599
0.691980	0.999599
0.696241	0.999599
0.700501	0.999599
0.704762	0.999599
0.709023	0.999599
0.713283	0.999599
0.717544	0.999599
0.721805	0.999599
0.726065	0.999454
0.730326	0.999454
0.734586	0.999454
0.738847	0.999308
0.743108	0.999308
0.747368	0.999308
0.751629	0.999308
0.755890	0.999308
0.760150	0.999308
0.764411	0.999308
0.768672	0.999163
0.772932	0.999163
0.777193	0.999017
0.781454	0.999017
0.785714	0.999017
0.789975	0.999017
0.794236	0.999017
0.798496	0.998872
0.802757	0.998872
0.807018	0.998726
0.811278	0.998726
0.815539	0.998726
0.819799	0.998726
0.824060	0.998581
0.828321	0.998581
0.832581	0.998435
0.836842	0.998435
0.841103	0.998435
0.845363	0.998290
0.849624	0.998290
0.853885	0.998144
0.858145	0.998144
0.862406	0.998144
0.866667	0.997999
0.870927	0.997853
0.875188	0.997853
0.879449	0.997853
0.883709	0.997708
0.887970	0.997562
0.892231	0.997562
0.896491	0.997562
0.900752	0.997417
0.905013	0.997271
0.909273	0.997271
0.913534	0.997126
0.917794	0.996980
0.922055	0.996980
0.926316	0.996835
0.930576	0.996689
0.934837	0.996689
0.939098	0.996543
0.943358	0.996398
0.947619	0.996398
0.951880	0.996252
0.956140	0.996107
0.960401	0.996107
0.964662	0.995961
0.968922	0.995816
0.973183	0.995670
0.977444	0.995525
0.981704	0.995525
0.985965	0.995234
0.990226	0.995234
0.994486	0.995088
0.998747	0.994943
1.003008	0.994797
1.007268	0.994652
1.011529	0.994506
1.015789	0.994361
1.020050	0.994215
1.024311	0.994070
1.028571	0.993924
1.032832	0.993779
1.037093	0.993633
1.041353	0.993488
1.045614	0.993342
1.049875	0.993197
1.054135	0.992906
1.058396	0.992906
1.062657	0.992614
1.066917	0.992469
1.071178	0.992323
1.075439	0.992178
1.079699	0.992032
1.083960	0.991741
1.088221	0.991596
1.092481	0.991450
1.096742	0.991159
1.101003	0.991014
1.105263	0.990868
